cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,concentration-c2h5oh
       854, 3.751068115E+00, 3.888304472E+00, 5.000000000E-01,-8.939670771E-02, 5.385742784E-01, 2.554059486E-22
       855, 3.551171303E+00, 3.695060015E+00, 5.000000000E-01,-7.990019023E-02, 5.359478593E-01, 2.554059486E-22
       856, 3.347720623E+00, 3.499999762E+00, 5.000000000E-01,-7.092932612E-02, 5.332320333E-01, 2.554059486E-22
       857, 3.137612343E+00, 3.302077770E+00, 5.000000000E-01,-6.236192957E-02, 5.304690599E-01, 2.554059486E-22
       858, 2.924062252E+00, 3.102344275E+00, 5.000000000E-01,-5.430230126E-02, 5.276810527E-01, 2.554059486E-22
       859, 4.716397285E+00, 4.648165703E+00, 5.000000000E-01,-1.379286945E-01, 5.448021889E-01, 2.554059486E-22
       860, 4.533810616E+00, 4.454690456E+00, 5.000000000E-01,-1.257337779E-01, 5.428485274E-01, 2.554059486E-22
       861, 4.344822884E+00, 4.261824608E+00, 5.000000000E-01,-1.142474711E-01, 5.408386588E-01, 2.554058981E-22
       862, 4.151493549E+00, 4.070691109E+00, 5.000000000E-01,-1.034852117E-01, 5.387788415E-01, 2.554059486E-22
       863, 3.957074165E+00, 3.880161524E+00, 5.000000000E-01,-9.337730706E-02, 5.365976095E-01, 2.554058728E-22
       864, 3.759268761E+00, 3.688782454E+00, 5.000000000E-01,-8.380170912E-02, 5.343179703E-01, 2.554058981E-22
       865, 3.558251381E+00, 3.495944023E+00, 5.000000000E-01,-7.474612445E-02, 5.318794847E-01, 2.554059233E-22
       866, 3.349933147E+00, 3.300522804E+00, 5.000000000E-01,-6.610327959E-02, 5.293719769E-01, 2.554059486E-22
       867, 3.136506081E+00, 3.102435112E+00, 5.000000000E-01,-5.789447576E-02, 5.268020630E-01, 2.554059233E-22
       868, 2.920959949E+00, 2.902497768E+00, 5.000000000E-01,-5.020762980E-02, 5.242097378E-01, 2.554059233E-22
       869, 4.732466698E+00, 4.450537682E+00, 5.000000000E-01,-1.301395893E-01, 5.395942926E-01, 2.554059486E-22
       870, 4.544623375E+00, 4.255890846E+00, 5.000000000E-01,-1.183329597E-01, 5.380207300E-01, 2.554059233E-22
       871, 4.353527069E+00, 4.062854290E+00, 5.000000000E-01,-1.073421463E-01, 5.363163948E-01, 2.554058981E-22
       872, 4.161128044E+00, 3.871541023E+00, 5.000000000E-01,-9.710966051E-02, 5.344585776E-01, 2.554059486E-22
       873, 3.966207504E+00, 3.681607723E+00, 5.000000000E-01,-8.749596775E-02, 5.324987173E-01, 2.554059233E-22
       874, 3.766950607E+00, 3.490175009E+00, 5.000000000E-01,-7.834412158E-02, 5.303921700E-01, 2.554058981E-22
       875, 3.561406136E+00, 3.297043800E+00, 5.000000000E-01,-6.965284050E-02, 5.281443596E-01, 2.554059486E-22
       876, 3.348415852E+00, 3.101075888E+00, 5.000000000E-01,-6.134757772E-02, 5.258224010E-01, 2.554059233E-22
       877, 3.132725954E+00, 2.902812243E+00, 5.000000000E-01,-5.351129919E-02, 5.234335661E-01, 2.554058981E-22
       878, 2.916054726E+00, 2.701891422E+00, 5.000000000E-01,-4.618702456E-02, 5.210148096E-01, 2.554059486E-22
       879, 4.743583679E+00, 4.252137184E+00, 5.000000000E-01,-1.223265678E-01, 5.349518061E-01, 2.554059486E-22
       880, 4.931046486E+00, 4.448257446E+00, 5.000000000E-01,-1.345108151E-01, 5.360292196E-01, 4.112647858E-14
       881, 4.553405285E+00, 4.057147026E+00, 5.000000000E-01,-1.110523120E-01, 5.336757898E-01, 2.554059233E-22
       882, 4.362977028E+00, 3.864874125E+00, 5.000000000E-01,-1.006466746E-01, 5.322065949E-01, 2.554058981E-22
       883, 4.171737671E+00, 3.674364805E+00, 5.000000000E-01,-9.096048027E-02, 5.305369496E-01, 2.554059486E-22
       884, 3.975357056E+00, 3.483809233E+00, 5.000000000E-01,-8.177464455E-02, 5.287324190E-01, 2.554059486E-22
       885, 3.772099018E+00, 3.292425156E+00, 5.000000000E-01,-7.301002741E-02, 5.268004537E-01, 2.554059233E-22
       886, 3.560291290E+00, 3.098493576E+00, 5.000000000E-01,-6.464140117E-02, 5.247294307E-01, 2.554058981E-22
       887, 3.344270945E+00, 2.901734352E+00, 5.000000000E-01,-5.667763576E-02, 5.225591063E-01, 2.554058981E-22
       888, 3.125865936E+00, 2.702137470E+00, 5.000000000E-01,-4.918045923E-02, 5.203284621E-01, 2.554059233E-22
       889, 4.752326012E+00, 4.053015232E+00, 5.000000000E-01,-1.145994216E-01, 5.307952762E-01, 2.554059486E-22
       890, 4.942797661E+00, 4.249103069E+00, 5.000000000E-01,-1.261949688E-01, 5.315241218E-01, 1.092350629E-14
       891, 4.562849522E+00, 3.860213757E+00, 5.000000000E-01,-1.040135697E-01, 5.297818184E-01, 2.554058981E-22
       892, 4.374899387E+00, 3.668256760E+00, 5.000000000E-01,-9.420611709E-02, 5.284500122E-01, 2.554059233E-22
       893, 4.182475090E+00, 3.478212833E+00, 5.000000000E-01,-8.501709998E-02, 5.269536972E-01, 2.554059486E-22
       894, 3.982933044E+00, 3.287133217E+00, 5.000000000E-01,-7.621017098E-02, 5.253047347E-01, 2.554059233E-22
       895, 3.773267746E+00, 3.095235825E+00, 5.000000000E-01,-6.777660549E-02, 5.235193968E-01, 2.554058981E-22
       896, 3.556014538E+00, 2.899944782E+00, 5.000000000E-01,-5.971489474E-02, 5.215989351E-01, 2.554059233E-22
       897, 3.336837530E+00, 2.701763630E+00, 5.000000000E-01,-5.208351091E-02, 5.195667744E-01, 2.554058981E-22
       898, 3.118038177E+00, 2.501447916E+00, 5.000000000E-01,-4.496573657E-02, 5.174841285E-01, 2.554059486E-22
       899, 4.950984955E+00, 4.050621033E+00, 5.000000000E-01,-1.180056259E-01, 5.276082158E-01, 5.795225783E-15
       900, 4.761629581E+00, 3.856408596E+00, 5.000000000E-01,-1.071734875E-01, 5.271263123E-01, 2.554059486E-22
       901, 5.141197205E+00, 4.246645927E+00, 5.000000000E-01,-1.299537718E-01, 5.277077556E-01, 8.342646777E-13
