cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,concentration-c2h5oh
      4456, 1.490154552E+01, 1.312595081E+01, 5.000000000E-01,-2.185460553E-02, 2.876245081E-01, 1.009303523E-04
      4457, 1.370117664E+01, 1.409748650E+01, 5.000000000E-01,-2.798157632E-01, 2.721955776E-01, 3.849691129E-04
      4458, 1.350112915E+01, 1.430014420E+01, 5.000000000E-01,-3.122266829E-01, 2.310000658E-01, 3.651743755E-04
      4459, 1.330071640E+01, 1.450370884E+01, 5.000000000E-01,-3.397406042E-01, 1.772574186E-01, 3.290662135E-04
      4460, 1.390123177E+01, 1.389787579E+01, 5.000000000E-01,-2.412240803E-01, 3.046422005E-01, 3.848106426E-04
      4461, 1.410072517E+01, 1.370390129E+01, 5.000000000E-01,-1.979612261E-01, 3.302730918E-01, 3.595209564E-04
      4462, 1.310063744E+01, 1.470315742E+01, 5.000000000E-01,-3.704016507E-01, 1.158567369E-01, 2.868390293E-04
      4463, 1.430275440E+01, 1.351156235E+01, 5.000000000E-01,-1.504650563E-01, 3.499834239E-01, 3.093731648E-04
      4464, 1.450390434E+01, 1.331825829E+01, 5.000000000E-01,-1.007373780E-01, 3.636002541E-01, 2.398712386E-04
      4465, 1.470411301E+01, 1.312361050E+01, 5.000000000E-01,-5.474533141E-02, 3.645300865E-01, 1.606699807E-04
      4466, 1.290020943E+01, 1.490123749E+01, 5.000000000E-01,-3.991823792E-01, 4.053055495E-02, 2.202898904E-04
      4467, 1.490169716E+01, 1.292837715E+01, 5.000000000E-01,-1.645486802E-02, 3.322256207E-01, 9.583547217E-05
      4468, 1.370316505E+01, 1.389461899E+01, 5.000000000E-01,-2.657631338E-01, 3.132992983E-01, 4.568715231E-04
      4469, 1.350363255E+01, 1.409618759E+01, 5.000000000E-01,-3.097975552E-01, 2.771143317E-01, 4.514486645E-04
      4470, 1.330327415E+01, 1.429905415E+01, 5.000000000E-01,-3.510832489E-01, 2.331891060E-01, 4.243772419E-04
      4471, 1.310194683E+01, 1.450277519E+01, 5.000000000E-01,-3.889843822E-01, 1.766909361E-01, 3.781832056E-04
      4472, 1.390169525E+01, 1.369932270E+01, 5.000000000E-01,-2.207225561E-01, 3.436980844E-01, 4.388774978E-04
      4473, 1.410139370E+01, 1.350665855E+01, 5.000000000E-01,-1.748571992E-01, 3.700175583E-01, 3.996119194E-04
      4474, 1.290108585E+01, 1.470261765E+01, 5.000000000E-01,-4.295979738E-01, 1.133726016E-01, 3.236060729E-04
      4475, 1.430222607E+01, 1.331415081E+01, 5.000000000E-01,-1.284219623E-01, 3.919556737E-01, 3.392275830E-04
      4476, 1.450414944E+01, 1.312071419E+01, 5.000000000E-01,-8.315772563E-02, 4.047649801E-01, 2.562829468E-04
      4477, 1.470443249E+01, 1.292615223E+01, 5.000000000E-01,-4.403463006E-02, 4.012783170E-01, 1.653287763E-04
      4478, 1.270032978E+01, 1.490134907E+01, 5.000000000E-01,-4.664057493E-01, 3.893411905E-02, 2.417556243E-04
      4479, 1.490176392E+01, 1.273072433E+01, 5.000000000E-01,-1.336862426E-02, 3.585830927E-01, 9.233064338E-05
      4480, 1.370559692E+01, 1.369409943E+01, 5.000000000E-01,-2.409409732E-01, 3.482794464E-01, 5.007912987E-04
      4481, 1.350749016E+01, 1.389220428E+01, 5.000000000E-01,-2.884620428E-01, 3.157081008E-01, 5.106475437E-04
      4482, 1.330790520E+01, 1.409354782E+01, 5.000000000E-01,-3.382311761E-01, 2.780768573E-01, 5.014708149E-04
      4483, 1.310597515E+01, 1.429744911E+01, 5.000000000E-01,-3.887608051E-01, 2.328190207E-01, 4.711011716E-04
      4484, 1.290351200E+01, 1.450120163E+01, 5.000000000E-01,-4.374900460E-01, 1.752177328E-01, 4.187296145E-04
      4485, 1.390202904E+01, 1.350160217E+01, 5.000000000E-01,-1.961741596E-01, 3.775437176E-01, 4.750167136E-04
      4486, 1.410168266E+01, 1.330936909E+01, 5.000000000E-01,-1.526717395E-01, 4.039052725E-01, 4.322981113E-04
      4487, 1.270154572E+01, 1.470208549E+01, 5.000000000E-01,-4.877632856E-01, 1.110734865E-01, 3.555341100E-04
      4488, 1.430258465E+01, 1.311674023E+01, 5.000000000E-01,-1.110017970E-01, 4.246181250E-01, 3.677677887E-04
      4489, 1.450490284E+01, 1.292331028E+01, 5.000000000E-01,-7.179996371E-02, 4.340822399E-01, 2.761848154E-04
      4490, 1.470441723E+01, 1.272887325E+01, 5.000000000E-01,-3.868194297E-02, 4.248614311E-01, 1.748607028E-04
      4491, 1.250049019E+01, 1.490149498E+01, 5.000000000E-01,-5.324809551E-01, 3.776498511E-02, 2.613494871E-04
      4492, 1.490141296E+01, 1.253322124E+01, 5.000000000E-01,-1.263866946E-02, 3.726426363E-01, 9.212351142E-05
      4493, 1.351245689E+01, 1.368926239E+01, 5.000000000E-01,-2.608280480E-01, 3.490137160E-01, 5.451010074E-04
      4494, 1.370804024E+01, 1.349553585E+01, 5.000000000E-01,-2.159306407E-01, 3.783137500E-01, 5.327420658E-04
      4495, 1.331351662E+01, 1.388889694E+01, 5.000000000E-01,-3.114656508E-01, 3.162469566E-01, 5.471935146E-04
      4496, 1.311269951E+01, 1.409001064E+01, 5.000000000E-01,-3.671247363E-01, 2.787514031E-01, 5.361177027E-04
      4497, 1.290910053E+01, 1.429568100E+01, 5.000000000E-01,-4.270565212E-01, 2.322755754E-01, 5.035823560E-04
      4498, 1.270528889E+01, 1.449920082E+01, 5.000000000E-01,-4.863098264E-01, 1.743764430E-01, 4.508277634E-04
      4499, 1.390385628E+01, 1.330417824E+01, 5.000000000E-01,-1.746714115E-01, 4.054557979E-01, 5.110780476E-04
      4500, 1.410202312E+01, 1.311212349E+01, 5.000000000E-01,-1.363313496E-01, 4.294259548E-01, 4.728494096E-04
      4501, 1.250183010E+01, 1.470181847E+01, 5.000000000E-01,-5.458467603E-01, 1.093907356E-01, 3.824373998E-04
      4502, 1.430439758E+01, 1.291931820E+01, 5.000000000E-01,-1.003055871E-01, 4.470863640E-01, 4.051160067E-04
      4503, 1.450521564E+01, 1.272597313E+01, 5.000000000E-01,-6.675627083E-02, 4.535086155E-01, 3.065050987E-04
      4504, 1.470366287E+01, 1.253148460E+01, 5.000000000E-01,-3.760732338E-02, 4.402155280E-01, 1.908564445E-04
      4505, 1.230049515E+01, 1.490149117E+01, 5.000000000E-01,-5.982903838E-01, 3.714129701E-02, 2.794839384E-04
      4506, 1.490103722E+01, 1.233629608E+01, 5.000000000E-01,-1.290011033E-02, 3.815199435E-01, 9.408681217E-05
      4507, 1.332061577E+01, 1.368488407E+01, 5.000000000E-01,-2.814186513E-01, 3.488562405E-01, 5.744387745E-04
      4508, 1.351761436E+01, 1.348917580E+01, 5.000000000E-01,-2.348713577E-01, 3.765730560E-01, 5.758219049E-04
      4509, 1.371101093E+01, 1.329792118E+01, 5.000000000E-01,-1.947687417E-01, 4.018644989E-01, 5.740147899E-04
      4510, 1.312039375E+01, 1.388387585E+01, 5.000000000E-01,-3.356087804E-01, 3.179851770E-01, 5.700848415E-04
